EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1185284,LITTLE COLORADO RIVER VALLEY IN COCONINO COUNTY (ZONE), ,05/20/2024,1150,High Wind,55.00, ,0,0,0,0,AZ,MST-7,MG,191998,Z,12,FGZ,0,0,Mesonet, , , , , , , , ,05/20/2024,1540, , , , ,"The ADOT wind sensor along Interstate 40 at Two Guns reported a peak wind gust of 63 MPH at 143 PM. Wind gusts of 58 MPH or higher were observed between 1150 AM and 340 PM. The sustained wind was above 40 MPH at times between 1210 AM and 400 PM.","A closed-low off the southern California Coast moved northeast while a trough moved into the Great Basin. The two systems look to phase together and brought strengthening upper-level jet over Arizona. Gusty southwest winds were common over much of northern Arizona.",11
1182974,LITTLE COLORADO RIVER VALLEY IN NAVAJO COUNTY (ZONE), ,05/20/2024,1230,High Wind,66.00, ,0,0,0,0,AZ,MST-7,MG,191998,Z,13,FGZ,0,0,Department of Highways, , , , , , , , ,05/20/2024,1530, , , , ,"The ADOT weather station on Highway 377 at 14 Mile Hill (MM 37) had a peak wind guts of 62 MPH 320 PM. The station at Jackrabbit along I-40 had a peak wind gust of 66 MPH    at 243 PM. The winds gusted to or above 58 MPH between 215 and 245 PM. The ADOT wind sensor along I-40 at the Little Colorado River had a peak wind gust of 60 MPH at 153 PM. Wind gusts were around or above 58 MPH between 1230 PM and 200 PM.","A closed-low off the southern California Coast moved northeast while a trough moved into the Great Basin. The two systems look to phase together and brought strengthening upper-level jet over Arizona. Gusty southwest winds were common over much of northern Arizona.",12
1176306,NORTHWEST PINAL COUNTY (ZONE), ,05/20/2024,1340,Dust Storm, , ,0,1,0,0,AZ,MST-7, ,191118,Z,553,PSR,0,0,Broadcast Media, , , , , , , , ,05/20/2024,1350, , , , ,"Near zero visibility in blowing dust on I-10 in Casa Grande. There was also a traffic accident during the dust storm with one person transported to the hospital.","An upper-level trough pulling anomalously high moisture content into the region resulted a line of high based shower activity across south-central AZ. Strong evaporational cooling from these showers resulted in strong winds and consequently blowing dust issues, with the most significant issue near Casa Grande, AZ where visibilities near zero were observed along I-10. A vehicular crash from the dust storm was observed along the interstate, resulting in an injury.",13
1185288,NORTHEAST PLATEAUS AND MESAS SOUTH OF HIGHWAY 264 (ZONE), ,05/20/2024,1530,High Wind,53.00, ,0,0,0,0,AZ,MST-7,MG,191998,Z,40,FGZ,0,0,Department of Highways, , , , , , , , ,05/20/2024,1605, , , , ,"The ADOT wind sensor along Interstate 40 at Exit 311 (Painted Desert/Petrified Foreast National Park exit) had a peak wind gust of 61 MPH at 403 PM.  The wind gusted to 58 MPH or higher from 330 PM to 405 PM.","A closed-low off the southern California Coast moved northeast while a trough moved into the Great Basin. The two systems look to phase together and brought strengthening upper-level jet over Arizona. Gusty southwest winds were common over much of northern Arizona.",14
1171425,TOHONO O ODHAM NATION (ZONE), ,05/28/2024,1100,Heat, , ,1,0,0,0,AZ,MST-7, ,190548,Z,502,TWC,0,0,County Official, , , , , , , , ,05/28/2024,2000, , , , ,"Hot temperatures around 6 degrees above normal were experienced in the Tohono O'odham Nation May 28. Highs of around 100-103 degrees occurred with moderate Heat Risk levels.  The Pima County Medical Examiner confirmed that heat was the primary factor in the death of one individual on the Tohono O'odham Nation along a walking path.","The first triple digits of the season occurred starting May 27 in Tucson through the end of the month. The warmest day occurred on May 28 with a high of 103 in Tucson. Hot temperatures occurred throughout southeast Arizona. On May 28, Moderate Heat Risk category was reached. The Pima County Medical Examiner confirmed that heat was the cause of death in one individual.",15
1179695,SOUTHEAST PINAL COUNTY (ZONE), ,05/29/2024,23,Wildfire, , ,0,0,1000000,0,AZ,MST-7, ,191601,Z,506,TWC,0,0,Fire Department/Rescue, , , , , , , , ,05/31/2024,2359, , , , ,"The Simmons Fire near Kelvin was active from May 28 through June 4 and burned 4 homes. The fire was of an undetermined cause as of this publication and burned around 350 acres.","The Simmons Fire near Kelvin was active from May 28 through June 4 and burned 4 homes. The fire was of an undetermined cause as of this publication and burned around 350 acres.",16
1179696,SOUTHEAST PINAL COUNTY (ZONE), ,06/01/2024,0,Wildfire, , ,0,0,0,0,AZ,MST-7, ,191602,Z,506,TWC,0,0,Fire Department/Rescue, , , , , , , , ,06/04/2024,2359, , , , ,"The Simmons Fire near Kelvin was active from May 28 through June 4 and burned 4 homes. The fire was of an undetermined cause as of this publication and burned around 350 acres.","The Simmons Fire near Kelvin was active from May 28 through June 4 and burned 4 homes. The fire was of an undetermined cause as of this publication and burned around 350 acres.",17
1182284,NORTHWEST PLATEAU (ZONE), ,06/05/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191904,Z,1,VEF,0,0,Official NWS Observations, , , , , , , , ,06/07/2024,2100, , , , ,"Excessive Heat Warning criteria were reached on three straight days.","Strong high pressure over the Desert Southwest led to an early-season heat wave.",18
1182286,LAKE HAVASU AND FORT MOHAVE (ZONE), ,06/05/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191904,Z,2,VEF,0,0,Official NWS Observations, , , , , , , , ,06/07/2024,2100, , , , ,"Excessive Heat Warning criteria were reached on three straight days.","Strong high pressure over the Desert Southwest led to an early-season heat wave.",19
1182287,NORTHWEST DESERTS (ZONE), ,06/05/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191904,Z,3,VEF,0,0,Official NWS Observations, , , , , , , , ,06/07/2024,2100, , , , ,"Excessive Heat Warning criteria were reached on three straight days.","Strong high pressure over the Desert Southwest led to an early-season heat wave.",20
1182289,LAKE MEAD NATIONAL RECREATION AREA (ZONE), ,06/05/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191904,Z,36,VEF,0,0,Official NWS Observations, , , , , , , , ,06/07/2024,2100, , , , ,"Excessive Heat Warning criteria were reached on three straight days.","Strong high pressure over the Desert Southwest led to an early-season heat wave.",21
1179682,SOUTHEAST PINAL COUNTY (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,506,TWC,0,0,Mesonet, , , , , , , , ,06/07/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in southeast Pinal County on June 6 and  June 7, causing the Major Heat Risk category to be reached. Temperatures reached as high as 109 in the Mammoth area.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",22
1179685,UPPER GILA RIVER AND ARAVAIPA VALLEYS (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,509,TWC,0,0,ASOS, , , , , , , , ,06/07/2024,2000, , , , ,"Hot temperatures 8 to 10 degrees above normal were experienced in the Upper Gila River Valley on June 6 and June 7, causing the Major Heat Risk category to be reached. Safford Airport recorded highs of 110 degrees and 108 degrees for June 6 and June 7.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",23
1179512,TUCSON METRO AREA (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,504,TWC,0,1,County Official, , , , , , , , ,06/07/2024,2000, , , , ,"Hot temperatures 8 to 10 degrees above normal were experienced in the Tucson Metro Area June 6 and 7, causing the Major Heat Risk category to be reached. Tucson International Airport topped out at 108 degrees on June 6 and 109 degrees on June 7, which tied the daily record. The Pima County Medical Examiner confirmed that heat was a contributing factor in the death of one individual on June 7.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",24
1179677,UPPER SANTA CRUZ RIVER AND ALTAR VALLEYS (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,503,TWC,0,0,Mesonet, , , , , , , , ,06/06/2024,2000, , , , ,"Hot temperatures 8 to 10 degrees above normal were experienced on June 6, causing the Major Heat Risk category to be reached. Nogales and Sasabe topped both topped out at 104 degrees on June 6.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",25
1179684,EASTERN COCHISE COUNTY BELOW 5000 FEET (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,508,TWC,0,0,Mesonet, , , , , , , , ,06/07/2024,2000, , , , ,"Hot temperatures 7 to 10 degrees above normal were experienced in eastern Cochise County on June 6 and June 7, causing the Major Heat Risk category to be reached. Douglas-Bisbee Airport recorded a high of 102 on June 6 and Willcox had a high of 104 on June 7.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",26
1179674,WESTERN PIMA COUNTY (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,501,TWC,0,0,Mesonet, , , , , , , , ,06/06/2024,2000, , , , ,"Hot temperatures 8 to 10 degrees above normal were experienced in western Pima County on June 6, causing the Major Heat Risk category to be reached. Ajo topped out at 109 degrees on June 6.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",27
1179676,TOHONO O ODHAM NATION (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,502,TWC,0,0,RAWS, , , , , , , , ,06/06/2024,2000, , , , ,"Hot temperatures 8 to 10 degrees above normal were experienced on the Tohono O'odham Nation on June 6, causing the Major Heat Risk category to be reached. Sells topped out at 108 degrees on June 6.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",28
1179678,SOUTH CENTRAL PINAL COUNTY (ZONE), ,06/06/2024,1100,Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,505,TWC,0,0,Mesonet, , , , , , , , ,06/07/2024,2000, , , , ,"South Central Pinal County recorded high temperatures around 105 degrees which is in the moderate Heat Risk category.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",29
1179681,UPPER SAN PEDRO RIVER VALLEY (ZONE), ,06/06/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,507,TWC,0,0,Mesonet, , , , , , , , ,06/07/2024,2000, , , , ,"Hot temperatures 5 to 8 degrees above normal were experienced in the Upper San Pedro River Valley on June 6 and June 7, causing the Major Heat Risk category to be reached. Benson topped out at 106 degrees on June 6 and June 7.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",30
1186622,NAVAJO CO.,HOLBROOK,06/07/2024,1331,Tornado, ,EF0,0,0,0,0,AZ,MST-7, ,192320,C,17,FGZ,0,0,Social Media, ,1,10,5,W,5,W,HOLBROOK,06/07/2024,1333,34.9,-110.2582,34.9,-110.2582,"A video was shared of a landspout just west of  Holbrook.","Hot weather continued over northern Arizona as high pressure was just east of Arizona  and low pressure was to the southwest of the state. This pattern allowed for moisture to make it into the region. The moisture flow originated from Mexico and off towards the Gulf of Mexico. With the influx of moisture, cumulus cloud development was seen along the higher terrain of northern Arizona.",31
1204001,TUCSON METRO AREA (ZONE), ,06/08/2024,1000,Heat, , ,0,0,0,0,AZ,MST-7, ,191580,Z,504,TWC,0,1,County Official, , , , , , , , ,06/08/2024,2000, , , , ,"Hot temperatures around 5 degrees above normal were experienced in the Tucson Metro Area June8, causing the moderate Heat Risk category to be reached. Tucson International Airport topped out at 105 degrees on June 8. The Pima County Medical Examiner confirmed that heat was a contributing factor in the death of one individual on June 8.","Hot temperatures 5 to 11 degrees degrees above normal were experienced across southeast Arizona. The Pima County Medical Examiner determined that heat was a contributing factor in the death of one individual in Tucson on June 7 and another on June 8.",32
1179687,WESTERN PIMA COUNTY (ZONE), ,06/10/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191581,Z,501,TWC,0,0,Mesonet, , , , , , , , ,06/13/2024,2000, , , , ,"Hot temperatures 8 to 12 degrees above normal were experienced in western Pima County, causing the Major Heat Risk category to be reached. Ajo topped out at as high as 113 degrees on June 13.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",33
1179522,EASTERN COCHISE COUNTY BELOW 5000 FEET (ZONE), ,06/10/2024,1100,Heat, , ,1,0,0,0,AZ,MST-7, ,191581,Z,508,TWC,0,0,County Official, , , , , , , , ,06/13/2024,2000, , , , ,"Very hot temperatures about 6 degrees above normal. A high temperature of 101 occurred in Pearce-Sunsites on June 10 with Moderate Heat Risk. The Pima County Medical Examiner confirmed that heat was the primary factor in the death of one individual found outside near their residence in Elfrida on June 10.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",34
1179688,TOHONO O ODHAM NATION (ZONE), ,06/10/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191581,Z,502,TWC,0,0,Mesonet, , , , , , , , ,06/13/2024,2000, , , , ,"Hot temperatures 8 to 12 degrees above normal were experienced on the Tohono O'odham Nation, causing the Major Heat Risk category to be reached. Sells topped out at around 107 degrees during this period.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",35
1182310,NORTHWEST DESERTS (ZONE), ,06/11/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191910,Z,3,VEF,0,0,Official NWS Observations, , , , , , , , ,06/12/2024,2100, , , , ,"Excessive Heat Warning criteria were reached on two straight days.","High pressure developed over the Desert Southwest, bringing excessive heat to the area.",36
1182312,LAKE MEAD NATIONAL RECREATION AREA (ZONE), ,06/11/2024,1000,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191910,Z,36,VEF,0,0,Official NWS Observations, , , , , , , , ,06/12/2024,2100, , , , ,"Excessive Heat Warning criteria were reached on two straight days.","High pressure developed over the Desert Southwest, bringing excessive heat to the area.",37
1179524,TUCSON METRO AREA (ZONE), ,06/11/2024,1100,Excessive Heat, , ,1,0,0,0,AZ,MST-7, ,191581,Z,504,TWC,0,1,County Official, , , , , , , , ,06/12/2024,2000, , , , ,"Hot temperatures 6 to 9 degrees above normal were experienced in the Tucson Metro Area June 11 and June 12, causing the Major Heat Risk category to be reached. The high temperature in Tucson was 108 degrees on June 11 and 109 on June 12. The Pima County Medical Examiner confirmed that heat was the primary factor in the death of one individual found in their residence in Tucson on June 11 and a contributing factor in the death of another individual on June 11.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",38
1179690,UPPER SAN PEDRO RIVER VALLEY (ZONE), ,06/11/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191581,Z,507,TWC,0,0,Mesonet, , , , , , , , ,06/13/2024,2000, , , , ,"Hot temperatures 8 to 12 degrees above normal were experienced in the Upper San Pedro River Valley, causing the Major Heat Risk category to be reached. Benson topped out at as high as 108 degrees on June 12.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",39
1179691,SOUTHEAST PINAL COUNTY (ZONE), ,06/11/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191581,Z,506,TWC,0,0,Mesonet, , , , , , , , ,06/13/2024,2000, , , , ,"Hot temperatures 8 to 12 degrees above normal were experienced in southeast Pinal County, causing the Major Heat Risk category to be reached. Mammoth topped out at as high as 110 degrees on June 12.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",40
1179692,UPPER GILA RIVER AND ARAVAIPA VALLEYS (ZONE), ,06/11/2024,1100,Excessive Heat, , ,0,0,0,0,AZ,MST-7, ,191581,Z,509,TWC,0,0,Mesonet, , , , , , , , ,06/13/2024,2000, , , , ,"Hot temperatures 8 to 12 degrees above normal were experienced in the Upper Gila River Valley, causing the Major Heat Risk category to be reached. Safford topped out at as high as 111 degrees on June 12.","Hot temperatures 3 to 6 degrees above normal were experienced across much of southeast Arizona June 10-13. The Pima County Medical Examiner confirmed that heat was the primary cause of death for two individuals, one in Cochise County and another in Tucson. Additionally, the Pima County Medical Examiner confirmed that heat was a contributing factor in the cause of death for another individual.",41
1179787,AGUILA VALLEY (ZONE), ,06/12/2024,1600,Wildfire, , ,0,0,3000000,0,AZ,MST-7, ,191612,Z,534,PSR,0,0,Local Official, , , , , , , , ,06/15/2024,2359, , , , ,"A wildfire named the Rose Fire developed about 5 miles southeast of Wickenburg, AZ along a river bed near U.S. Highway 60. The fire jumped on the other side of the highway, forcing its closure. The fire caused evacuations of people living along the homes situated nearby. At the end, the blaze destroyed 15 structures, seven which were primary residences, along with 12 vehicles, a horse trailer, and a recreational vehicle. In total, the fire consumed nearly 200 acres. No injuries were reported.","On the afternoon of the 12th, a new wildfire named the Rose Fire developed on a riverbed approximately 5 miles southeast of Wickenburg, AZ. The fire was able to spread somewhat and cause the closure of U.S. Highway 60 with several structures and vehicles nearby destroyed. Fire was able to be contained approximately 72 hours after its initial start with a total of nearly 200 acres burned. Very dry and hot conditions, with temperatures in the triple digits, along with breezy conditions with gusts of around 15 mph were observed during the time the fire ignited. No injuries were reported.",42
1179804,BUCKEYE/AVONDALE (ZONE), ,06/13/2024,35,High Wind,53.00, ,0,0,1000,0,AZ,MST-7,MG,191613,Z,540,PSR,0,0,AWOS, , , , , , , , ,06/13/2024,35, , , , ,"The Buckeye Municipal Airport measured a 61 mph gust from a virga shower that moved overhead. Nearby, in the community of Tartesso, a small shed was thrown far from a home onto a street. No injuries were reported.","An upper-level low pressure system just west of the area brought in highly anomalous moisture into the region, with PWAT values surging to as much as 0.8-1. The moisture combined with the dynamical forcing from the low pressure resulted in widespread high-based showers/virga to develop across much of south-central AZ during the afternoon hours. Given the very dry sub-cloud layer, DCAPE values ranged between 1000-1500 J/KG across much of the region and thus the environment was favorable for the generation of strong winds from these showers.",43
